Predicted Open,Predicted Close,Predicted High,Predicted Low,Actual Open,Actual Close,Actual High,Actual Low
-0.9398086,-0.94701767,-0.9324937,-0.92502576,-0.938389447228636,-0.9600906204030868,-0.9465989512353946,-0.951446619884049
-0.9266831,-0.9339571,-0.9194888,-0.91188294,-0.9272078903165044,-0.9334322575193954,-0.94146413548133,-0.920573440971059
-0.9045425,-0.9119708,-0.89758945,-0.8897558,-0.924688102843348,-0.9228635574412456,-0.9287671365258248,-0.9109755615162436
0.28179127,0.27301207,0.28298187,0.2936362,0.3662305169980867,0.3957000836521112,0.3635570684380507,0.3845782002262697
-0.27183473,-0.28067085,-0.2681206,-0.25881654,-0.278205129261661,-0.3578324577407544,-0.2919877428308596,-0.3483798608064746
-0.90197885,-0.9093898,-0.8950093,-0.88719267,-0.9273653770335768,-0.9255451679088358,-0.9386788869359436,-0.9207334056286394
-1.3474517,-1.3517405,-1.3370345,-1.3307912,-1.3565166810555247,-1.3500283307491543,-1.3550502043996218,-1.3479990060255096
-0.42453536,-0.43321553,-0.4202658,-0.41084206,-0.3863985038903135,-0.3769980854944143,-0.3968624645956934,-0.3732543650602049
0.80243677,0.79257643,0.80016917,0.81148714,0.6780542168011899,0.5985560284357048,0.6481503415951445,0.6159574795366586
-1.3020012,-1.3067012,-1.2919489,-1.285622,-1.3243893907727808,-1.3243164186187302,-1.3256417141717975,-1.3196836619872283
-1.0588789,-1.0653685,-1.0506042,-1.0437644,-1.0815448730473334,-1.075084386925046,-1.0704569312425278,-1.0707802544389218
0.15043537,0.14166525,0.15223938,0.16271505,0.0868490809118714,0.05418910351488,0.0985694554328395,0.0811252447965194
-1.0840327,-1.0904679,-1.0757922,-1.0686692,-1.0713082364376356,-1.0690901988210209,-1.0751249455644047,-1.072219936357144
-0.826736,-0.83440554,-0.8200555,-0.8123701,-0.7885408359343667,-0.783893038503185,-0.7970668924579385,-0.7714863801062583
-0.98680764,-0.99373925,-0.97910684,-0.9718972,-0.9722490913991748,-0.9807547951827532,-0.977407845759782,-0.969522626190618
0.3651298,0.3563846,0.3666684,0.3754164,0.2336267012232312,0.237011840687652,0.2638171624272813,0.2580461560802853
0.4107315,0.40146843,0.41061884,0.4222548,0.0018062536928431,0.0638113528397626,0.0409972787963582,0.0022018820395712
-0.8482018,-0.8558521,-0.84160805,-0.8335368,-0.8081479322098647,-0.8006925393736769,-0.8146497464036747,-0.794201361482655
-0.6937565,-0.70191836,-0.6880678,-0.67948955,-0.710112450832374,-0.7240300283590375,-0.7267354766749933,-0.7122994568015626
-1.0653234,-1.0718656,-1.057172,-1.0500901,-1.0687884489644792,-1.0509498927167336,-1.0598760987796068,-1.0627820215599089
0.6803114,0.6707284,0.6791126,0.68965614,0.7144336484448854,0.7744381267511843,0.7528694628825829,0.7465782203303946
0.35968915,0.3504492,0.35982984,0.37143224,0.2901644326521778,0.2329105540901607,0.2607051528793636,0.2618853078622112
0.12965982,0.1206016,0.13099779,0.14233962,0.098660584692292,0.1146042099317665,0.0940570415883587,0.1183970100127194
1.4477888,1.4339195,1.4392769,1.4502313,1.533994524089002,1.5125119725073533,1.490726926693922,1.4998517928758317
1.8848027,1.8659883,1.871347,1.8790944,1.6528969954785695,1.600216408976776,1.6464830045672143,1.5785544044053186
1.3248217,1.3122169,1.3179001,1.3289788,1.028462162287001,1.0370782107828196,1.0519335804374952,1.0553100094602932
-0.95984435,-0.966986,-0.95248485,-0.94490784,-0.9254755364287092,-0.9452628919352348,-0.941152934526538,-0.9341704368653811
1.2293924,1.2175235,1.2234141,1.234846,1.0952365303256455,1.1312500607329017,1.0961241160179298,1.1258544234531875
-0.1647548,-0.17334193,-0.16139002,-0.15154402,-0.1972569566865116,-0.2240674179456634,-0.2176107146356212,-0.2031319517235999
-0.060817394,-0.069521785,-0.05798894,-0.047949385,0.0068458286391558,0.0259533227090763,0.0170348052773898,0.0014628453215504
0.33852193,0.32927665,0.33876595,0.35031724,0.2556748416133497,0.2745543872339158,0.2532363299643603,0.2802972399496992
0.39663127,0.38790703,0.39728877,0.40820116,0.0764549575851014,0.1037200262691942,0.1440794830615913,0.1022405795971135
0.17197002,0.16316232,0.17355789,0.184313,0.2381938160183271,0.2256544316484462,0.2787548082572875,0.2567664388196431
1.1919106,1.1812911,1.1881841,1.1967648,0.9024727886291812,0.9858121283141822,0.9792681574936116,0.9375760214812232
0.1424241,0.13345173,0.14414802,0.15446416,0.1632301386919245,0.0802164992297264,0.1348648227902065,0.0944023113756807
-0.39024612,-0.3988292,-0.3856932,-0.37711263,-0.3534837800222082,-0.3859104967543466,-0.3634083619555759,-0.3798769018840276
-1.0250561,-1.0318537,-1.0171758,-1.0100378,-1.043433087515843,-1.055366662898647,-1.0525628763419996,-1.0450259445685002
1.5821893,1.5670651,1.5723053,1.5824285,1.5469084348889288,1.5109345545852413,1.5025525629760106,1.54864101343781
1.6572329,1.6416609,1.6470019,1.6561375,1.660613844615111,1.7398178950836811,1.7206266320463588,1.6729335523776712
0.9807888,0.97039616,0.9788309,0.9856479,1.1073630075402103,1.0105775896913392,1.0786968625495894,1.0485914938419223
0.35383072,0.344851,0.35440886,0.3654727,0.4139489922709858,0.3272401458324541,0.3854967357508719,0.3306701106217226
1.4713848,1.4574518,1.4627637,1.4735882,1.2843780775294469,1.2561815601641655,1.242388564770072,1.2717421911663829
1.7851949,1.7675672,1.7726547,1.781819,1.513363764152534,1.4508349317527771,1.4845029075980862,1.4390652229953331
0.3224441,0.31342697,0.32338628,0.3336901,0.3317409259592581,0.3027901680397191,0.347997020698461,0.3298702873338211
-0.7358915,-0.7439068,-0.72987217,-0.7216298,-0.6968048232397668,-0.698712470709141,-0.7086858212970694,-0.6833458537795357
-1.0623832,-1.0689554,-1.0542916,-1.047122,-1.0300467165646996,-1.0306012015214898,-1.0385588333763691,-1.0349481711409438
1.381314,1.3680947,1.3734847,1.384933,1.3593417548558495,1.3716485520627584,1.3307696359309409,1.3717201021540444
-0.92512864,-0.93243575,-0.9179697,-0.91034603,-0.9279953239018656,-0.9337477411038178,-0.9408417335717464,-0.9279622085046912
-1.0307256,-1.0374515,-1.0227596,-1.0156829,-1.030676663432989,-1.034071520950136,-1.03700282860241,-1.02031140497235
1.4703535,1.4564703,1.4619974,1.4721845,1.247841159168679,1.1093239516155455,1.2318077323071512,1.1258544234531875
