Predicted Open,Predicted Close,Predicted High,Predicted Low,Actual Open,Actual Close,Actual High,Actual Low
-0.29433095,-0.29887784,-0.2906325,-0.29644895,-0.2802720224512444,-0.24298174813266,-0.2634184825261009,-0.2529741785855282
-0.31870994,-0.32394502,-0.31541008,-0.32102895,-0.3759494568509625,-0.3511652093006667,-0.3685610573889128,-0.3789345064767235
0.12041356,0.12968479,0.13577643,0.122363344,0.1157419737771756,0.1392004006794465,0.1437666729761289,0.1154490330279669
1.8809401,1.9370499,1.9402183,1.9014939,2.0193832351325174,1.999134644713171,1.9700054021080569,2.027638584086109
1.8367721,1.8917152,1.8954062,1.8556011,1.8355297036454847,1.6717522334298842,1.7855338582673683,1.6592153724726135
1.609286,1.6596959,1.6618338,1.6286972,1.635965824202285,1.652352843141904,1.6264136874209516,1.6133595079388454
-0.13450855,-0.13384192,-0.12758127,-0.13357592,-0.1671858241000979,-0.1595785300332415,-0.1781155036128371,-0.1561925104954768
-0.7807322,-0.801791,-0.78714263,-0.7914037,-0.8858988594281593,-0.8664526637383312,-0.8671226518465721,-0.8657231684180086
-0.039075267,-0.035235394,-0.029668294,-0.036872275,-0.1550138428007252,-0.1408135139678172,-0.165789293195157,-0.191498660194945
1.3847728,1.4296659,1.4311082,1.4026273,1.1864517241231352,1.1414550317621035,1.1752463720192723,1.1852520226431171
-0.68269247,-0.70039624,-0.6876453,-0.69078314,-0.6809566626666327,-0.6741579775260894,-0.6910539416758454,-0.661807870819407
-0.6027327,-0.6172715,-0.6046196,-0.6102973,-0.5244193217700521,-0.4795976690904335,-0.5063008559835713,-0.5028886402945663
-0.3640343,-0.3708611,-0.36194322,-0.36696798,-0.2412084545602348,-0.2581330967517393,-0.261037282786322,-0.2427999086420985
0.3741836,0.3910349,0.39367968,0.38221672,0.1879246535757792,0.1927257257075963,0.2257079581391158,0.213895842198901
0.29481176,0.30920345,0.31317455,0.3002391,0.0823397925370371,0.0856750756512966,0.0817154091689431,-0.021115463536662
-0.77716583,-0.7980474,-0.7837806,-0.78703755,-0.7289369145327634,-0.73320575672381,-0.7438605476697707,-0.715258612916581
-0.638941,-0.65513635,-0.6428629,-0.64647585,-0.5855622975994578,-0.5212284774456611,-0.5266110890581578,-0.6040581414221924
-0.61432725,-0.62963325,-0.6176759,-0.62134916,-0.6389208667839162,-0.6639626775207276,-0.647660078182694,-0.649484107225957
2.0711832,2.1308339,2.1349363,2.0921786,1.9418222380155856,1.8535684168588384,1.9754695551579853,1.892650382864828
-0.066739745,-0.0638971,-0.05825634,-0.06484964,-0.1143933935807268,-0.1622689564235453,-0.1474400481415649,-0.1293066439210216
-0.14220797,-0.14184026,-0.13552123,-0.14145973,-0.2570603371826734,-0.244114559244367,-0.2733634932040021,-0.2406504149920781
-0.53175986,-0.5443232,-0.5334157,-0.537605,-0.7024699319399419,-0.6486697275126846,-0.6643004622465624,-0.6755646301795376
-0.5641305,-0.5776397,-0.5661561,-0.5704977,-0.7280877065351328,-0.7691725095205032,-0.7559066169415943,-0.7426288320601739
-0.78192705,-0.80304486,-0.7885435,-0.7923548,-0.9367098046197256,-0.9495726790598232,-0.9413600554985097,-0.972481353035688
-0.17967746,-0.18047158,-0.17335355,-0.18015365,-0.0306048711478372,-0.0541718721028063,-0.0615767869365885,-0.0195391681933135
1.9262289,1.9831334,1.9866736,1.9465538,2.376333663469928,2.3277914684971286,2.360103348418777,2.3706261208410297
-0.71139973,-0.7301178,-0.7168939,-0.720166,-0.748468698478268,-0.7552955734020942,-0.7669721922029208,-0.7383298447601331
0.0711832,0.07876618,0.083810456,0.07473222,0.0153938953904888,0.0722229436997777,0.0510399536976709,0.0521106201406995
0.17341205,0.18398924,0.18836851,0.17777808,0.104843804474249,0.1203674159473199,0.0996444425037506,0.1084273537712339
2.0221064,2.0810983,2.0853355,2.0426009,2.251075483819409,2.2064390781555296,2.2168937939512734,2.198953227992734
0.0892868,0.09729089,0.10176474,0.09353422,0.1246586577522972,0.1229162409486605,0.0965040602587008,0.1395233619081954
-0.038855653,-0.035128374,-0.029745445,-0.0365593,0.0364825606649826,0.08454226453959,0.0583236234899366,0.0705962655308748
-0.14788768,-0.14756943,-0.14106868,-0.14718239,-0.0608932897299968,-0.0990439362514053,-0.0933027717048218,-0.0700866608671931
-0.791057,-0.81246907,-0.7976232,-0.8019993,-0.9185933673369387,-0.9429174137785452,-0.9221703870073484,-0.9211801045885348
-1.1612623,-1.1954076,-1.1745306,-1.1785681,-1.1650052213160949,-1.1911446486313142,-1.1836303205522838,-1.1692316718008882
-0.47745913,-0.48821762,-0.47812092,-0.4822246,-0.5238531831049648,-0.5549296080189406,-0.5469913574192087,-0.5311129249151005
1.457112,1.5038239,1.5052154,1.4759202,1.2263645000117749,1.276684358222112,1.2295937543154076,1.201659824171606
-0.80916035,-0.8311578,-0.81638855,-0.81968343,-0.8161222689561753,-0.811652926209511,-0.8127752695504369,-0.8023847555307407
-1.2408525,-1.2777708,-1.2557098,-1.2591217,-1.3272039488635463,-1.3286395973147362,-1.3383200591769815,-1.3242818137556924
-0.025148457,-0.020664651,-0.014968026,-0.022798993,0.0398793926555053,-0.0227915882946365,0.0092989229650724,0.0005227725402102
0.2906425,0.30491206,0.30824578,0.29718265,0.2727039186725711,0.190318502095219,0.2481192498076255,0.2212184505666375
-0.21149239,-0.21332204,-0.20616552,-0.21193497,-0.284093458440582,-0.4001592898819888,-0.3111825478946115,-0.3745996942825155
-0.016387215,-0.011766884,-0.006080635,-0.014327266,-0.0385308124590565,-0.0087730507872638,-0.0337027429238798,-0.0241247546466902
1.7394716,1.7924647,1.7947704,1.7596619,1.771131430491828,1.7329240334620564,1.743302580529521,1.7732101857120284
-0.6757923,-0.6926331,-0.67878497,-0.6845911,-0.6677939387033578,-0.6438552802879303,-0.6467916406305395,-0.6414593309325475
-0.972959,-0.99952084,-0.98004746,-0.9880883,-1.3628706847640328,-1.4858171390640649,-1.3570895159493586,-1.4682262385187246
0.11376745,0.12249382,0.12678748,0.11824482,0.1139020231156427,0.1124377381653718,0.0849370323462916,0.122642671776702
1.5571916,1.6062849,1.6080166,1.5765504,1.762356281182978,1.782201316821305,1.7792306824856,1.773856466802801
-0.86273414,-0.88659984,-0.8710775,-0.8740867,-0.9129319806860678,-0.8833032290249708,-0.90200022450569,-0.8920902905249254
-0.31380737,-0.31907493,-0.31087184,-0.31593502,-0.2884810330950069,-0.3263835502181892,-0.3186763235462693,-0.3138764986694393
