Open,Close,High,Low
1.5754688901155343,1.6681796683117995,1.6402023683828721,1.598117639923985
1.6031516238033212,1.5874898749548534,1.585945684308908,1.608467040827032
1.618160334838869,1.619054477314871,1.6222806215320176,1.6390652695838672
1.6129350798857522,1.6196101921451531,1.5983142293105717,1.619716389634692
1.5803606181567496,1.6315024895131878,1.6042511309113703,1.6093669887316446
1.5864752782082685,1.5842667289392183,1.556426090238271,1.5921554850559254
1.5314433377445944,1.5449221189552527,1.519922940803139,1.5573949972402568
1.493421269787874,1.4862386328774744,1.4648438859148423,1.4858491388235402
1.546118521868241,1.4990200739739599,1.5234312098787226,1.5248843791861195
1.5098752641083264,1.5455889767515911,1.5143180659214965,1.5224095224484346
1.5187693150923545,1.5132463736291795,1.518935656055451,1.5212845875676684
1.4692961564936982,1.4535626008568931,1.5188257134332142,1.4877615281208425
1.4818590035086379,1.470122902799296,1.451870656490875,1.457500779828237
1.5069846975385173,1.4528957430605547,1.4796861399168386,1.4611005714466887
1.524661623869273,1.5329186786211617,1.544002573925489,1.5338849831671286
1.3735739327780951,1.4970195005849447,1.4689117629376116,1.3871923497803629
1.3179861141279192,1.3774296691082595,1.3585293702116539,1.3414075001331873
1.2829657883783088,1.3257481898920342,1.2992702968259058,1.3041721555798336
1.1790165675024795,1.2493929722112878,1.2644184855767737,1.1899912651820863
1.2202627289409103,1.1901537713032273,1.2081278629914252,1.210802560476257
1.2722929271974746,1.231610097642264,1.2825590182458806,1.2555749687307431
1.2529483663072136,1.246947826958047,1.2274964547509188,1.246912970148845
1.27718465523869,1.251949260430585,1.2619997478875598,1.2759362900726072
1.277740533425192,1.2821801471979255,1.28882574771339,1.3050721034844464
1.2307132388471431,1.2646195585610145,1.2392416250844989,1.2534375924572876
1.1663425448502396,1.21816179874944,1.1929557811227178,1.188416356349014
1.215482176536995,1.1643686031781426,1.1877884778775785,1.1904412391343926
1.1943588054499281,1.1993786374859081,1.193945264722851,1.2235424480009316
1.2346043861526554,1.2076032169740818,1.208237805613662,1.230938894841968
1.2068104768275676,1.1971557781647804,1.1885580762332373,1.2164272348800869
1.2658447402340542,1.2588401243260818,1.2527645676196506,1.2432006850423172
1.253393068856415,1.2226075173916955,1.2251689694381618,1.2416257762092449
1.2556165816024218,1.2355001014542377,1.2377024283731806,1.2556874622188197
1.3140949668224067,1.295406160158637,1.288166091979968,1.3052970904605996
1.3622340177734595,1.340863633275704,1.3613878783898166,1.3716682484257923
1.410150717449911,1.4205531399381421,1.4054748699068573,1.4198154613225769
1.4591791734993658,1.4522288852642162,1.4520905417353493,1.454688442626322
1.401367842103183,1.442781733149422,1.44802266471258,1.4311491802462941
1.3346624597229721,1.3514222150510624,1.3324729687414825,1.3578315493923712
1.4688514539444966,1.3572016492859948,1.4412062221338855,1.3819051558407631
1.4636261989913804,1.3917671117295352,1.4717702711157736,1.4201529417868064
1.3243231254540393,1.4009919779122162,1.3839810872595215,1.3511944335958515
1.2879686920568245,1.2810687175373614,1.2688161904662545,1.2915728849152546
1.3140949668224067,1.2986293061742729,1.3336823375860898,1.3176713741490256
1.3080914824081882,1.3680936599595221,1.3390695260757033,1.3193587764701744
1.184575349367497,1.2363892451826892,1.2345140923283073,1.1868414475159415
