Open,Close,High,Low
-1.9692984013074444,-1.9800836103469943,-2.0032251950651276,-1.9699779909750732
-1.9834795168818917,-1.962427016543892,-1.9677065376221596,-1.9540464985856676
-1.819995335448168,-1.7831858370275486,-1.7862247526111383,-1.7817703605443005
-1.8293602230916708,-1.8532771639428947,-1.8364995567694051,-1.8247043824072742
-1.8858171171710747,-1.9025016072727563,-1.8905727367572072,-1.886000124312275
-1.8044763787817912,-1.8195691212278806,-1.835439298338272,-1.8387456977335301
-1.8499629759073772,-1.840168480664834,-1.8455117534340388,-1.8360454447861732
-1.8566521813670223,-1.8613028883988503,-1.8513431748052724,-1.8376655965545872
-1.8387251107351736,-1.897151124302119,-1.848427464119656,-1.866018252501834
-1.9112360979177256,-1.8650482264782964,-1.8876570260715904,-1.8751991125228475
-1.8502305441257632,-1.855149832982618,-1.8721507465162646,-1.836315470080909
-1.8844792760791456,-1.8819022478358034,-1.9011753210685407,-1.865208176617627
-1.858525158895723,-1.8546147846855539,-1.8773195063680401,-1.8446862542177151
-1.9156509735210911,-1.7336938695491546,-1.752209011494302,-1.8846499978385967
-1.6947734092436135,-1.7085465995871603,-1.7312689074794183,-1.7447768951655116
-1.6937031363700705,-1.6973105853488226,-1.7135095787579346,-1.680780900313154
-1.6896896130942833,-1.7026610683194594,-1.7214615169914345,-1.6959023168183525
-1.7306275505073108,-1.7117568893695427,-1.7323291659105515,-1.69482221563941
-1.7041382968871164,-1.7157697515975205,-1.7392234963589968,-1.6895567223920642
-1.7033355922319589,-1.708011551290097,-1.727292938362668,-1.679430773839476
-1.692900431714913,-1.6553092940293215,-1.6883284410185169,-1.65350834554485
-1.648216539244484,-1.5889633051934207,-1.6157007384858815,-1.6084141213239902
-1.5773109613722476,-1.5739819528756365,-1.5918449237853805,-1.5641299729873381
-1.5786488024641763,-1.5509748761018973,-1.5705072228588213,-1.5479257550502497
-1.5304865231547327,-1.5325157098531994,-1.561097429282513,-1.520385875240157
-1.5246000223502452,-1.5705041389447225,-1.5563262663424127,-1.5503586829558185
-1.5540325263726829,-1.5539176417357474,-1.584423114767447,-1.5465783288295183
-1.5494838666601238,-1.5691665182020638,-1.5671939152615295,-1.5414478482295404
-1.5633974140161857,-1.5726443321329777,-1.5982064743721802,-1.5927526542293209
-1.5692839148206734,-1.5354584754870493,-1.570904819770496,-1.5368574182190342
-1.5516244124072107,-1.5857530154110389,-1.5809772748662636,-1.5538690117873821
-1.5888163947628364,-1.5375986686753045,-1.5613624938902961,-1.548468505892668
-1.5551027992462259,-1.543751724091537,-1.5557961371268456,-1.5460382782400468
-1.555637935682998,-1.5723768079844462,-1.5807122102584799,-1.5606196441557743
-1.580789348211263,-1.570236614796191,-1.6053632187823308,-1.5587294670926246
-1.5700866194758307,-1.5338533305958582,-1.5658685922226125,-1.5571093153242106
-1.5157702711435133,-1.496934998098462,-1.5123255414503778,-1.5106649646296726
-1.4916891314887912,-1.4618893346407889,-1.4966867295911606,-1.4758317016087688
-1.4338943963174586,-1.40865202908295,-1.4357218698009915,-1.4129158079353545
-1.4277403272945854,-1.4576089482642793,-1.4475172448473508,-1.445048818008901
-1.4665377189605262,-1.4977375705440577,-1.4903251790043601,-1.4593601586298923
-1.4983783369484363,-1.456003803373088,-1.488204662142094,-1.4742115498403545
-1.4601160817192667,-1.5199420748722021,-1.4738911733217928,-1.4909531181139672
