MAE Loss,MSE Loss,Accuracy
0.27399587631225586,0.5358896851539612,0.24576270580291748
0.20863503217697144,0.2844935357570648,0.2467043250799179
0.21589039266109467,0.31789544224739075,0.29001882672309875
0.2080884426832199,0.29580992460250854,0.2636534869670868
0.20318342745304108,0.27960631251335144,0.25235405564308167
0.19396400451660156,0.25707727670669556,0.2325800359249115
0.2047206312417984,0.28051599860191345,0.25800377130508423
0.20381569862365723,0.28710460662841797,0.27212804555892944
0.19970817863941193,0.2726060748100281,0.25894537568092346
0.19619572162628174,0.26249682903289795,0.2636534869670868
0.193726047873497,0.2501431107521057,0.2768361568450928
0.19669334590435028,0.2556540369987488,0.2429378479719162
0.195830836892128,0.26022231578826904,0.2702448070049286
0.20069624483585358,0.272107869386673,0.27966102957725525
0.20258218050003052,0.27720239758491516,0.21751412749290466
0.1918349266052246,0.2482953518629074,0.2561205327510834
0.18269550800323486,0.22944515943527222,0.25894537568092346
0.18312183022499084,0.2347913533449173,0.22410546243190765
0.18046653270721436,0.23007123172283173,0.2674199640750885
0.17848427593708038,0.23215341567993164,0.2570621371269226
0.17189709842205048,0.204101100564003,0.2542372941970825
0.17393858730793,0.21197372674942017,0.2570621371269226
0.17129379510879517,0.20113593339920044,0.22787193953990936
0.16792307794094086,0.20021720230579376,0.28625234961509705
0.17357946932315826,0.21079021692276,0.2561205327510834
