MAE Loss,MSE Loss,Accuracy
0.43783167004585266,1.081663727760315,0.0
0.42080676555633545,0.9907448291778564,0.0
0.4146515727043152,0.9687143564224243,0.0
0.40763410925865173,0.9456914067268372,0.0
0.39667394757270813,0.9021844267845154,0.0
0.38336804509162903,0.8506993651390076,0.0
0.3681430518627167,0.7970999479293823,0.0
0.3523922860622406,0.7436319589614868,0.0
0.33722493052482605,0.6969205141067505,0.0
0.3233947157859802,0.6560467481613159,0.0
0.30968931317329407,0.617382824420929,0.0
0.2958166003227234,0.5794994235038757,0.0
0.2813704013824463,0.5372123718261719,0.0
0.2666923403739929,0.5042283535003662,0.0
0.25239911675453186,0.4724898338317871,0.0
0.23888471722602844,0.44492238759994507,0.0
0.22589856386184692,0.4231546223163605,0.0
0.21371950209140778,0.40198662877082825,0.0
0.20212052762508392,0.37794527411460876,0.0
0.19138158857822418,0.35720494389533997,0.0
0.18106405436992645,0.3336605429649353,0.0
0.17141391336917877,0.30602407455444336,0.0
0.16193601489067078,0.27636682987213135,0.0
0.1526084542274475,0.24803122878074646,0.0
0.14400368928909302,0.21606916189193726,0.0
0.13499121367931366,0.19197548925876617,0.0
0.12629906833171844,0.17119772732257843,0.0
0.1190485805273056,0.14888063073158264,0.0
0.11083661764860153,0.12963630259037018,0.0
0.1039331704378128,0.11458010226488113,0.0
0.0973450317978859,0.10167208313941956,0.0
0.09151488542556763,0.09055925905704498,0.0
0.08586077392101288,0.08090975880622864,0.0
0.08122561872005463,0.07303259521722794,0.0
0.0772431343793869,0.06639208644628525,0.0
0.07527042925357819,0.062205370515584946,0.0
0.07195118814706802,0.0572090707719326,0.0
0.06980268657207489,0.05316522344946861,0.0
0.0679558515548706,0.05039605125784874,0.0
0.06579021364450455,0.04671991989016533,0.0
0.06422857940196991,0.04443366825580597,0.0
0.06299582123756409,0.042372483760118484,0.0
0.06181977689266205,0.040215250104665756,0.0
0.060661204159259796,0.038900889456272125,0.0
0.060041867196559906,0.037319377064704895,0.0
0.05868188291788101,0.03593527153134346,0.0
0.05787736177444458,0.03489299863576889,0.0
0.05726877227425575,0.0341053307056427,0.0
0.05633215606212616,0.03288530930876732,0.0
0.05584290251135826,0.0323612242937088,0.0
0.05571570619940758,0.03176641836762428,0.0
